year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
3rd Year,969053fe8adf,union territories,Union  Territories?,CONSTITUTION OF INDIA,CSE-3rd-year.pdf,2,2632
3rd Year,25f2b830275e,what do you understand by minimum spanning tree,What do you understand by minimum spanning tree?,03 [P.T.O.],CSE-3rd-year.pdf,2,7136
3rd Year,25f2b830275e,what do you understand by minimum spanning tree,What do you understand by minimum spanning tree?,Section B,CSE-3rd-year.pdf,2,7122
3rd Year,8ac55f925a16,what do you understand by these two programming paradigm i e greedy approach and dynamic programming,What do you understand by these two programming paradigm i.e. Greedy approach and Dynamic programming?,Section B,CSE-3rd-year.pdf,2,7115
3rd Year,49b87130b089,what will be thespace complexity of this program and why,What will be thespace complexity of this program and why?,Section E,CSE-3rd-year.pdf,2,7215
3rd Year,e59bf67cefa5,which representation of graph,Which representation of graph,Section C Section,CSE-3rd-year.pdf,2,7158
3rd Year,31b2dc51c4c2,why do we use huffman codes,Why do we use Huffman codes?,Section E,CSE-3rd-year.pdf,2,7217
3rd Year,86f7e437faa5,a,a.,UNIT-II,CSE-3rd-year.pdf,1,5745
3rd Year,0cf2089974cb,a define hdfs,a) Define HDFS?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6920
3rd Year,61d07a564c96,a what are the different components of modern graphics display,a. What are the different components of modern graphics display?,(4X5=20),CSE-3rd-year.pdf,1,498
3rd Year,1b266715f544,a what are the three modes that hadoop can run,a)What are the three modes that Hadoop can Run?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6866
3rd Year,06f8b68fe413,a what are two reasons for using layered protocols,a) What are two reasons for using layered protocols?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3138
3rd Year,4819f7d6ceaa,a what do you understand by quality of service,a) (i) What do you understand by Quality of Service?,CST021_005 |,CSE-3rd-year.pdf,1,2366
3rd Year,6b91e41d229d,a what is difference between compiler and interpreter,a) What is difference between Compiler and Interpreter?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1001
3rd Year,53ee1a2088fc,a what is dynamic programming,a) What is dynamic programming?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3050
3rd Year,006d565066e5,a what is hadoop,a) What is Hadoop?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6911
3rd Year,edf16d2e30e4,a what is pig,a) What is PIG?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6930
3rd Year,ca6557469155,a what is transmission media,a) What is transmission media?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3204
3rd Year,c662180230ca,address,address?,5X4=20,CSE-3rd-year.pdf,1,863
3rd Year,d8d511b38140,addressing is performed,addressing is  performed?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3149
3rd Year,9a53b0819e7b,algorithm,algorithm?,TCS-503/1680,CSE-3rd-year.pdf,1,6765
3rd Year,f12522613125,algorithm what are firewalls,algorithm.  (ii) What are firewalls?,CST021_005 |,CSE-3rd-year.pdf,1,2377
3rd Year,09706c418809,also,Also,OLI OTOD OS => [,CSE-3rd-year.pdf,1,5585
3rd Year,09706c418809,also,Also,Q.4.,CSE-3rd-year.pdf,1,2501
3rd Year,5fdc4368e0f8,also discuss the,Also discuss the,OM HOR,CSE-3rd-year.pdf,1,5432
3rd Year,869543a8022a,also explain b trees,Also explain B trees,Q5.,CSE-3rd-year.pdf,1,7618
3rd Year,580a67cd1516,also explain delay,Also explain delay,203-30T,CSE-3rd-year.pdf,1,4455
3rd Year,55427488a202,also use this algorithm to,also Use this algorithm to,[P.T.O.],CSE-3rd-year.pdf,1,754
3rd Year,7b366274960d,an atm network uses a token bucket scheme for traffic shaping a new token is put into a bucket every micro seconds what is maximum sustainable net data rate excluding header bits,An ATM network uses a token bucket scheme for traffic shaping. A new token is put into a bucket every 5 micro seconds. What is maximum sustainable net data rate excluding header bits?,UNIT-II,CSE-3rd-year.pdf,1,5755
3rd Year,cffa50a32cb1,and,"1, 6, 30), and (d1, d2, …..,  d7) = (1, 3, 4, 3, 2, 1, 2)?",ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3046
3rd Year,beb952e847bd,and microprocessor,80386 and 80486 microprocessor?,Q4.,CSE-3rd-year.pdf,1,5032
3rd Year,ed0801914378,and why,and why?,UNIT-I,CSE-3rd-year.pdf,1,5726
3rd Year,507d9c0648b0,and why are they important in databases,and why are they important in databases?,DATABASE MANAGEMENT SYSTEM,CSE-3rd-year.pdf,1,7031
3rd Year,a64bdc61e48c,anova provide an example of when anova would be used,ANOVA. Provide an  example of when ANOVA would be used?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6893
3rd Year,1b992db01de0,answer any two parts of the following,170.70.207 | 18/06/2025 12Answer any two parts of the following. (10x2= 20),ST021_005 | 103.170.7,CSE-3rd-year.pdf,1,2325
3rd Year,1b992db01de0,answer any two parts of the following,170.70.207 | 18/06/202Answer any two parts of the following. (10x2= 20),CST021_005 |,CSE-3rd-year.pdf,1,2364
3rd Year,3c02c101f6fa,answer any two parts of the following a what is the data model,Answer any two parts of the following. (10x2= 20) a) (i) What is the Data Model?,DATABASE MANAGEMENT SYSTEM,CSE-3rd-year.pdf,1,6977
3rd Year,f380cbcd9a79,architecture,architecture?,ΑΠΟ ΠΟ,CSE-3rd-year.pdf,1,6225
3rd Year,f78c5a76a138,are there any conflict entries,Are there any conflict entries?,OM HOR,CSE-3rd-year.pdf,1,5432
3rd Year,8b3c2ce1b48e,assumptions made in the case of non parametric tests,assumptions made in the  case of Non-Parametric tests?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6896
3rd Year,e44ea7dfe894,attached to production,attached to production?,S🡪AA,CSE-3rd-year.pdf,1,1193
3rd Year,1d6a9fe8214c,attempt any four,Attempt any four:,COMPUTER NETWORK,CSE-3rd-year.pdf,1,2145
3rd Year,3fae9237dd4a,attempt any four of the following,2. Attempt any four of the following:,GRAPH THEORY,CSE-3rd-year.pdf,1,3533
3rd Year,eff23463dd3b,attempt any four parts of the following,1. Attempt any four parts of the following:,NETWORKS,CSE-3rd-year.pdf,1,2414
3rd Year,eff23463dd3b,attempt any four parts of the following,2. Attempt any four parts of the following:,WAN,CSE-3rd-year.pdf,1,2445
3rd Year,eff23463dd3b,attempt any four parts of the following,Attempt any FOUR parts of the following,(F),CSE-3rd-year.pdf,1,386
3rd Year,eff23463dd3b,attempt any four parts of the following,Attempt any FOUR parts of the following.,NOTE:,CSE-3rd-year.pdf,1,348
3rd Year,ff14e1c3a6cc,attempt any four questions,Attempt any four questions(4 × 5 = 20),Q1.,CSE-3rd-year.pdf,1,1289
3rd Year,829b528241be,attempt any two of the following,3. Attempt any two of the following:,TCS-604 // 2000,CSE-3rd-year.pdf,1,3562
3rd Year,829b528241be,attempt any two of the following,4. Attempt any two of the following:,TCS-604 // 2000,CSE-3rd-year.pdf,1,3578
3rd Year,829b528241be,attempt any two of the following,5. Attempt any two of the following:,TCS-604 // 2000,CSE-3rd-year.pdf,1,3614
3rd Year,618e82323171,attempt any two parts of the following,5. Attempt any two parts of the following:,Q.4.,CSE-3rd-year.pdf,1,2517
3rd Year,618e82323171,attempt any two parts of the following,Attempt any TWO parts of the following,5 X 4,CSE-3rd-year.pdf,1,410
3rd Year,b4084b27c67c,attempt any two questions,5. Attempt any two Questions:,T -> T*FIF,CSE-3rd-year.pdf,1,1457
3rd Year,0b24173904cf,b c what is activation record,(a*b)+(c-d)*(a*b)+b c) What is activation record?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1026
3rd Year,bd78d3f576b4,b describe map reduce framework in detail,b) Describe map reduce framework in detail?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6931
3rd Year,7c77038feda3,b draw the syntax tree and dag for the following expression,b) Draw the syntax tree and DAG for the following expression:,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1025
3rd Year,39f828db0518,b explain the positional parameters in unix,b) Explain the positional parameters in Unix?,TCS-402/1960/4,CSE-3rd-year.pdf,1,4054
3rd Year,734b00440486,b explain the process of installing hive features of hive,b) Explain the process of installing HIVE & features of HIVE?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6914
3rd Year,32afc057185d,b explain the steps involved,(5 marks)  b) Explain the steps involved,DATABASE MANAGEMENT SYSTEM,CSE-3rd-year.pdf,1,7031
3rd Year,1e86a9ce72f4,b how will you carry out independence of attributes test,b) How will you carry out Independence of Attributes test?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6868
3rd Year,ec59d2159ff3,b o big oh,b) O (Big-Oh?,Q2.,CSE-3rd-year.pdf,1,7527
3rd Year,cf63be6a4460,b what are different routing algorithms,b) What are different routing algorithms?,CST021_005 |,CSE-3rd-year.pdf,1,2360
3rd Year,1c784f369475,b what is a boot block super block and data block,"b) What is a Boot block, super block and data block?",P.T.O.,CSE-3rd-year.pdf,1,4187
3rd Year,cb9721a7f575,b what is code optimization,b) What is code optimization?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1073
3rd Year,1fb76b6d4933,b what is computer graphics,b. what is computer graphics?,(4X5=20),CSE-3rd-year.pdf,1,500
3rd Year,1fc6bd0e57dd,b what is difference between prim s and kruskal s algorithm,b) What is difference between Prim’s and Kruskal’s algorithm?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3061
3rd Year,4a29b73ef128,b what is osi model,b) What is OSI model?,ST021_005 | 103.170.7,CSE-3rd-year.pdf,1,2320
3rd Year,e62af65c9869,b what is zookeeper explain its features with applications,b) What is Zookeeper explain its features with applications?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6923
3rd Year,20a7a245e6af,backward chaining in inference engine of expert system,backward chaining in inference engine of expert system?,DS-1079],CSE-3rd-year.pdf,1,5166
3rd Year,21480c8c819c,be the correct code,be the correct code?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3213
3rd Year,92f30ccd8c0b,besu po,besu PO,A B C D,CSE-3rd-year.pdf,1,3874
3rd Year,b2db08f5cf51,between a port address a logical address and a physical address,"between a port address, a logical address and a physical address?",COMPUTER NETWORK,CSE-3rd-year.pdf,1,2159
3rd Year,f92c9b01f65a,between informed and uninformed search strategies in ai,between informed and uninformed search strategies in AI?,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,19
3rd Year,decbb600b13b,binomial trees,Binomial trees?,TCS-503/1680,CSE-3rd-year.pdf,1,6655
3rd Year,4d7be7dcbbc1,blocks f what is control and data flow analysis,Blocks. f) What is control and data flow analysis?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1031
3rd Year,f4dba81fc002,bop in what is difference between inductive deductive abductive learning,"bop(A) in What is difference between inductive, deductive, abductive learning?",10X 2,CSE-3rd-year.pdf,1,454
3rd Year,cc56ed1a9dd1,briefly,(ii) Briefly,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,66
3rd Year,cd1394b67d39,briefly describe the techniques that prevent congestion,Briefly describe the techniques that prevent congestion.,CST021_005 |,CSE-3rd-year.pdf,1,2372
3rd Year,3152bd223a8f,briefly explain the,Briefly explain the,DATA ANALYTICS,CSE-3rd-year.pdf,1,6895
3rd Year,9668654ebded,bs what is an intelligent agent,(d) bs What is an intelligent agent?,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,5107
3rd Year,967024626345,buffer method and its disadvantages,Buffer Method and its disadvantages,[P.T.O.],CSE-3rd-year.pdf,1,802
3rd Year,82d0c3da0468,builder classes,Builder classes?,TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4389
3rd Year,3ef63bcd1dd1,business in detail,Business in detail?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6926
3rd Year,b3f6e7edefd0,by mime headers why,by MIME headers why?,UNIT-V,CSE-3rd-year.pdf,1,5660
3rd Year,9d69063f6e61,c explain grouping join cogroup cross group in data,"c) Explain Grouping, Join, CoGroup, Cross, & Group in data?",DATA ANALYTICS,CSE-3rd-year.pdf,1,6916
3rd Year,b47f9b65f451,c explain the following commands,c) Explain the following commands?,TCS-402/1960/4,CSE-3rd-year.pdf,1,4062
3rd Year,8fd39428a753,c in a two way anova the number of,"c) In a two-way ANOVA, the number of",DATA ANALYTICS,CSE-3rd-year.pdf,1,6885
3rd Year,d0673c0acb50,c what are joins,c) What are Joins?,DATABASE MANAGEMENT SYSTEM,CSE-3rd-year.pdf,1,6995
3rd Year,e5447f3f5e0b,c what is big data,c) What is Big Data?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6870
3rd Year,04f3699f087f,c what is congestion,c) What is congestion?,CST021_005 |,CSE-3rd-year.pdf,1,2372
3rd Year,b5027396ae7d,c what is lalr parser,c) What is LALR parser?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1056
3rd Year,7569005356f6,c what is open source technology,c) What is open-source technology?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6933
3rd Year,c158caa3cd06,c what is randomized algorithm,c) What is randomized algorithm?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3094
3rd Year,330290c64918,c what is unicast routing,c) What is unicast routing?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3243
3rd Year,2ecc33473c6b,clipping procedure in detail,clipping procedure in detail?,[P.T.O.],CSE-3rd-year.pdf,1,816
3rd Year,1f12cf7dd36b,codes,codes?,SECTION-E,CSE-3rd-year.pdf,1,1674
3rd Year,37929e0a3b9a,commands,commands?,TCS-402/1960/4,CSE-3rd-year.pdf,1,4042
3rd Year,df52c918d94e,compare and contrast csma cd with csma ca,Compare and contrast CSMA/CD with CSMA/CA.,WAN,CSE-3rd-year.pdf,1,2454
3rd Year,d9625fca09a7,compare and contrast tcp with rtp are both doing the same things,Compare and contrast TCP with RTP. Are both doing the same things?,Q.4.,CSE-3rd-year.pdf,1,2546
3rd Year,81c9bafce0ff,compare p and np,Compare P and NP.,TCS-503/1680,CSE-3rd-year.pdf,1,6780
3rd Year,2d3d57cb8939,compare the orthographic and oblique types of parallel projections and also explain,Compare the orthographic and oblique types of parallel projections and also explain,[P.T.O.],CSE-3rd-year.pdf,1,734
3rd Year,f3b666877354,compute worst time complexity of this algorithm,Compute worst time complexity of this algorithm?,Q5.,CSE-3rd-year.pdf,1,7623
3rd Year,24f08a134c98,computers jabal and pcs,computers Jabal and PCs ?,OPERATING SYSTEM,CSE-3rd-year.pdf,1,6201
3rd Year,11713c8b8632,consider both the,Consider both the,DS-1077],CSE-3rd-year.pdf,1,6248
3rd Year,de8acbe23cf9,construct the set of lr items for this,Construct the set of LR(1) items for this,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1056
3rd Year,d6365ebb495b,constructed and how can inference be performed using it,"constructed, and how can  inference be performed using it?",ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,55
3rd Year,649895bbd6cf,contd,[Contd...,DS-1078-N],CSE-3rd-year.pdf,1,5599
3rd Year,d31e12a38bcc,crt,CRT?,(4X5=20),CSE-3rd-year.pdf,1,506
3rd Year,eaab99aec218,d differentiate between null and alternative hypotheses,d) Differentiate between Null and Alternative Hypotheses?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6872
3rd Year,1009a5ac8b03,d how queen s problem can be solved using back tracking,d) How 8-Queen’s problem can be solved using back tracking?,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3019
3rd Year,1dbbc55c16f3,d what are data processing operations in pig,d) What are data processing operations in PIG?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6890
3rd Year,abd16be2c8a9,d what is ip addressing,d) What is IP addressing?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3148
3rd Year,a22c6a976d98,define,Define,Q2.,CSE-3rd-year.pdf,1,7545
3rd Year,c737ee258803,define complete kmp algorithm for string matching it should give the preprocessing and searching algorithms separately given the pattern and string,Define complete KMP algorithm for string matching. It should give the preprocessing and searching algorithms separately. Given the pattern: 101001 and string:,[P.T.O.],CSE-3rd-year.pdf,1,6685
